jud,uat,ALTII_pct,CĂLIN GEORGESCU_pct,ELENA-VALERICA LASCONI_pct,GEORGE-NICOLAE SIMION_pct,HUNOR KELEMEN_pct,ION-MARCEL CIOLACU_pct,NICOLAE-IONEL CIUCĂ_pct,Prezenta,Castigator,Procent castigator,Lat,Long,Mediu
ARGEȘ,BOȚEȘTI,6.21,20.35,17.83,16.67,0,30.81,8.14,59.77,ION-MARCEL CIOLACU,30.81,45.01175625,25.15398053,RURAL
ARGEȘ,BRADU,11.18,28.75,19.54,14.04,0.06,22.42,4,59.65,CĂLIN GEORGESCU,28.75,44.79155872,24.9131057,RURAL
ARGEȘ,BRĂDULEȚ,7.08,25.94,13.6,16.23,0.11,30.17,6.86,65.88,ION-MARCEL CIOLACU,30.17,45.29416688,24.75100905,RURAL
ARGEȘ,BUDEASA,9.43,28.46,15.22,15.37,0.15,26.82,4.56,58.1,CĂLIN GEORGESCU,28.46,44.95342246,24.80648986,RURAL
ARGEȘ,BUGHEA DE JOS,5.3,18.71,21.49,12.99,0.08,35.46,5.96,52.22,ION-MARCEL CIOLACU,35.46,45.27568722,24.9944841,RURAL
ARGEȘ,BUGHEA DE SUS,4.92,18.62,23.85,10.15,0.15,17.85,24.46,56.72,NICOLAE-IONEL CIUCĂ,24.46,45.33583751,25.03491436,RURAL
ARGEȘ,BUZOEȘTI,6.84,24.76,12.52,17.93,0.24,32.31,5.4,48.54,ION-MARCEL CIOLACU,32.31,44.59336707,24.91330416,RURAL
ARGEȘ,BÂRLA,3.95,22.74,6.93,18.51,0.18,22.8,24.91,51.69,NICOLAE-IONEL CIUCĂ,24.91,44.44345731,24.8070395,RURAL
ARGEȘ,BĂBANA,6.25,27.63,10.22,21.83,0,23.28,10.79,67.65,CĂLIN GEORGESCU,27.63,44.88185911,24.71027269,RURAL
ARGEȘ,BĂICULEȘTI,8.04,28.29,12.4,13.98,0.2,24.79,12.32,52.56,CĂLIN GEORGESCU,28.29,45.06349638,24.66248254,RURAL
ARGEȘ,BĂLILEȘTI,7.16,25.63,16.9,14.37,0.17,31.44,4.34,56.43,ION-MARCEL CIOLACU,31.44,45.07221546,24.93831084,RURAL
ARGEȘ,CEPARI,7.77,24.35,11.29,20,0.35,26.71,9.53,51.32,ION-MARCEL CIOLACU,26.71,45.21181133,24.52761374,RURAL
ARGEȘ,CETĂȚENI,3.75,13.69,12.85,11.85,0.08,53.92,3.84,55.8,ION-MARCEL CIOLACU,53.92,45.19434173,25.21413355,RURAL
ARGEȘ,CICĂNEȘTI,4.92,21.99,8.07,16.7,0,18.09,30.24,65.8,NICOLAE-IONEL CIUCĂ,30.24,45.26641005,24.60106593,RURAL
ARGEȘ,CIOFRÂNGENI,10.3,23.78,10.89,15.38,0,33.07,6.59,55.31,ION-MARCEL CIOLACU,33.07,45.10020391,24.55385717,RURAL
ARGEȘ,CIOMĂGEȘTI,5.27,13.53,5.26,10.9,0,48.68,16.35,64.85,ION-MARCEL CIOLACU,48.68,44.85614511,24.47876015,RURAL
ARGEȘ,COCU,6.19,20.63,24.03,19.9,0.12,24.64,4.49,48.93,ION-MARCEL CIOLACU,24.64,44.88197626,24.64857361,RURAL
ARGEȘ,CORBENI,8.66,30.83,10.17,18.05,0.09,27.14,5.09,51.21,CĂLIN GEORGESCU,30.83,45.29139923,24.66501813,RURAL
ARGEȘ,CORBI,5.22,22.78,10.69,13.67,0.12,34.99,12.52,52.1,ION-MARCEL CIOLACU,34.99,45.27052981,24.82393206,RURAL
ARGEȘ,COTMEANA,7.4,25.13,10.58,17.06,0.13,34.13,5.56,51.82,ION-MARCEL CIOLACU,34.13,44.99176003,24.61655068,RURAL
ARGEȘ,COȘEȘTI,5.45,28.53,10.05,22.6,0.15,29.22,4.02,49.01,ION-MARCEL CIOLACU,29.22,45.07426948,24.8665629,RURAL
ARGEȘ,CUCA,6.43,26.78,8,19.67,0.22,30.22,8.67,60.55,ION-MARCEL CIOLACU,30.22,44.94801436,24.51074014,RURAL
ARGEȘ,CĂLDĂRARU,4.86,21.47,6.26,11.22,0.32,22.76,33.12,56.46,NICOLAE-IONEL CIUCĂ,33.12,44.45831727,24.93563104,RURAL
ARGEȘ,CĂLINEȘTI,8.41,29.73,13.74,19.48,0.2,23.52,4.9,50.75,CĂLIN GEORGESCU,29.73,44.87944046,25.01915676,RURAL
ARGEȘ,CĂTEASCA,8.75,30.23,13.7,17.89,0.05,25.72,3.64,61.74,CĂLIN GEORGESCU,30.23,44.75413987,25.04261865,RURAL
ARGEȘ,DAVIDEȘTI,4.6,26.92,11.71,13.81,0.08,38.32,4.58,54.12,ION-MARCEL CIOLACU,38.32,45.00853286,25.04218202,RURAL
ARGEȘ,DOBREȘTI,5.35,26.44,11.37,18.63,0.14,24.52,13.56,53.43,CĂLIN GEORGESCU,26.44,44.95743685,25.13097202,RURAL
ARGEȘ,DOMNEȘTI,7.04,23.86,10.63,13.99,0.06,21.14,23.29,64.11,CĂLIN GEORGESCU,23.86,45.20970343,24.84536435,RURAL
ARGEȘ,DRAGOSLAVELE,6.13,23.7,20.26,15.15,0.09,20.63,14.03,54.94,CĂLIN GEORGESCU,23.7,45.35236835,25.23201819,RURAL
ARGEȘ,DRĂGANU,8.78,27.67,13.39,18,0.11,28.68,3.37,54.81,ION-MARCEL CIOLACU,28.68,44.94575522,24.69275198,RURAL
ARGEȘ,DÂMBOVICIOARA,9.1,21.89,19.36,13.64,0,19.19,16.84,78.91,CĂLIN GEORGESCU,21.89,45.45369567,25.22281228,RURAL
ARGEȘ,DÂRMĂNEȘTI,6.13,31.14,14,16.52,0,27.12,5.1,53.27,CĂLIN GEORGESCU,31.14,45.0047262,24.89902785,RURAL
ARGEȘ,GODENI,7.38,18.26,23.57,14.87,0,30.09,5.83,50,ION-MARCEL CIOLACU,30.09,45.21086106,24.98010375,RURAL
ARGEȘ,HÂRSEȘTI,5.14,19.9,5.63,21.4,0.13,42.93,4.88,47.64,ION-MARCEL CIOLACU,42.93,44.51803616,24.79867772,RURAL
ARGEȘ,HÂRTIEȘTI,5.7,19.94,10.75,16.94,0.29,38.14,8.23,60.69,ION-MARCEL CIOLACU,38.14,45.11624768,25.11990477,RURAL
ARGEȘ,IZVORU,4.51,27.26,6.36,14.97,0,28.25,18.64,41.97,ION-MARCEL CIOLACU,28.25,44.49220926,25.07010196,RURAL
ARGEȘ,LEORDENI,7.72,28.88,11.58,19.08,0.09,27.32,5.31,51.53,CĂLIN GEORGESCU,28.88,44.7868733,25.15981834,RURAL
ARGEȘ,LEREȘTI,10.12,13.32,26.69,10.97,0.19,33.78,4.94,58.41,ION-MARCEL CIOLACU,33.78,45.42353307,25.03643787,RURAL
ARGEȘ,LUNCA CORBULUI,4.06,20.56,12.57,17.5,0,38.06,7.22,57.84,ION-MARCEL CIOLACU,38.06,44.6723883,24.75982824,RURAL
ARGEȘ,MERIȘANI,6.82,33.61,11.2,17.23,0.11,26.01,5.01,49.89,CĂLIN GEORGESCU,33.61,44.97173139,24.72837015,RURAL
ARGEȘ,MICEȘTI,7.49,33.37,10.68,18.58,0.15,23.49,6.23,52.78,CĂLIN GEORGESCU,33.37,44.97376781,24.8567691,RURAL
ARGEȘ,MIHĂEȘTI,7.64,21.67,15.73,18.99,0.04,28.78,7.15,48.19,ION-MARCEL CIOLACU,28.78,45.12576143,25.02724455,RURAL
ARGEȘ,MIOARELE,3.82,21.08,21.96,9.37,0.15,20.94,22.69,54.96,NICOLAE-IONEL CIUCĂ,22.69,45.23396371,25.11127527,RURAL
ARGEȘ,MIROȘI,6.72,23.89,7.44,12.24,0.12,42.5,7.08,47.88,ION-MARCEL CIOLACU,42.5,44.40540982,24.93295033,RURAL
ARGEȘ,MORĂREȘTI,5.13,24.07,7.41,17.1,0.11,28.76,17.43,69.38,ION-MARCEL CIOLACU,28.76,45.00244187,24.54901823,RURAL
ARGEȘ,MOZĂCENI,6.29,23.96,6.4,12.05,0,30.61,20.7,53.33,ION-MARCEL CIOLACU,30.61,44.55134228,25.17518411,RURAL
ARGEȘ,MOȘOAIA,12.77,28.05,21.11,13.53,0.11,16.76,7.68,59.68,CĂLIN GEORGESCU,28.05,44.8271948,24.80349068,RURAL
ARGEȘ,MUNICIPIUL CURTEA DE ARGEȘ,11.95,23.94,17.87,14.08,0.16,24.17,7.83,48.76,ION-MARCEL CIOLACU,24.17,45.13692566,24.67168562,URBAN
ARGEȘ,MUNICIPIUL CÂMPULUNG,10.52,15.64,35.97,11.57,0.16,20.56,5.58,47.75,ELENA-VALERICA LASCONI,35.97,45.26097299,25.04812232,URBAN
ARGEȘ,MUNICIPIUL PITEȘTI,15.13,23.84,22.44,11.94,0.2,20.46,5.98,52.74,CĂLIN GEORGESCU,23.84,44.8560629,24.86084656,URBAN
ARGEȘ,MUȘĂTEȘTI,6.87,24.58,11.18,15.29,0.07,26.86,15.16,54.13,ION-MARCEL CIOLACU,26.86,45.18532292,24.76713351,RURAL
ARGEȘ,MĂLURENI,6.31,22.52,8.54,16.26,0.19,41.18,5,47.63,ION-MARCEL CIOLACU,41.18,45.05804659,24.77442541,RURAL
ARGEȘ,MĂRĂCINENI,11.12,27.4,17.73,13.75,0.07,23.05,6.88,59.83,CĂLIN GEORGESCU,27.4,44.90952649,24.87710108,RURAL
ARGEȘ,NEGRAȘI,5.16,20.82,8.69,10.52,0.11,39.27,15.45,62.58,ION-MARCEL CIOLACU,39.27,44.60199827,25.11395796,RURAL
ARGEȘ,NUCȘOARA,4.73,21.29,9.78,15.68,0.29,44.75,3.45,66.36,ION-MARCEL CIOLACU,44.75,45.47507822,24.82150276,RURAL
ARGEȘ,OARJA,7.97,30.5,10.07,21.03,0,24.24,6.19,61.29,CĂLIN GEORGESCU,30.5,44.76829237,24.97284737,RURAL
ARGEȘ,ORAȘ COSTEȘTI,7.95,28.15,13.41,15.8,0.14,27.19,7.35,53.63,CĂLIN GEORGESCU,28.15,44.69066283,24.85911605,URBAN
ARGEȘ,ORAȘ MIOVENI,10.17,31.05,19.22,15.17,0.15,20.1,4.13,59.64,CĂLIN GEORGESCU,31.05,44.94447382,24.94620811,URBAN
ARGEȘ,ORAȘ TOPOLOVENI,11.01,28.36,16.52,15.51,0.12,23.44,5.04,56.86,CĂLIN GEORGESCU,28.36,44.82079823,25.08596828,URBAN
ARGEȘ,ORAȘ ȘTEFĂNEȘTI,12.87,25.21,21.69,14.75,0.2,19.46,5.8,55.48,CĂLIN GEORGESCU,25.21,44.87634272,24.94254834,URBAN
ARGEȘ,PIETROȘANI,6.78,30.74,11.8,17.5,0.05,27.67,5.47,51.25,CĂLIN GEORGESCU,30.74,45.1543541,24.84720433,RURAL
ARGEȘ,POIANA LACULUI,5.64,30.78,12.44,18.83,0.03,26.76,5.49,56.16,CĂLIN GEORGESCU,30.78,44.81194368,24.71240541,RURAL
ARGEȘ,POIENARII DE ARGEȘ,4.68,15.83,7.73,12.41,0,17.81,41.55,73.45,NICOLAE-IONEL CIUCĂ,41.55,45.06281792,24.53257601,RURAL
ARGEȘ,POIENARII DE MUSCEL,4.84,17.49,21.97,17.31,0.44,25.31,12.65,45.92,ION-MARCEL CIOLACU,25.31,45.19823474,25.07007597,RURAL
ARGEȘ,POPEȘTI,3.96,24.77,5.66,12.08,0,46.33,7.19,46.45,ION-MARCEL CIOLACU,46.33,44.45341888,25.12570578,RURAL
ARGEȘ,PRIBOIENI,4.36,28.02,9.92,14.26,0.13,38.38,4.96,57.07,ION-MARCEL CIOLACU,38.38,44.88037688,25.08250592,RURAL
ARGEȘ,RECEA,3.65,23.91,7.32,17.29,0.1,42.01,5.7,48.55,ION-MARCEL CIOLACU,42.01,44.55086501,25.03908789,RURAL
ARGEȘ,ROCIU,5.36,19.52,9.24,17.21,0.22,26.08,22.35,69.96,ION-MARCEL CIOLACU,26.08,44.6618657,25.01911509,RURAL
ARGEȘ,RUCĂR,5.95,25.99,21.83,12.04,0.11,19.88,14.22,58.46,CĂLIN GEORGESCU,25.99,45.4948554,25.09423696,RURAL
ARGEȘ,RÂCA,1.66,7.2,6.27,7.75,0,70.66,6.46,71.56,ION-MARCEL CIOLACU,70.66,44.43039675,25.0312782,RURAL
ARGEȘ,RĂTEȘTI,5.78,27.35,7.82,20.43,0,32.59,6.04,49.4,ION-MARCEL CIOLACU,32.59,44.70889299,25.1501345,RURAL
ARGEȘ,SCHITU GOLEȘTI,6.81,22.8,24.14,15.72,0.17,20.51,9.87,46.35,ELENA-VALERICA LASCONI,24.14,45.17829849,25.00837022,RURAL
ARGEȘ,SLOBOZIA,5.1,36.5,5.56,12.21,0.19,18.99,21.45,43.62,CĂLIN GEORGESCU,36.5,44.51154381,25.21851841,RURAL
ARGEȘ,STOENEȘTI,5.7,21.49,24.37,13.97,0,29.82,4.64,47.85,ION-MARCEL CIOLACU,29.82,45.27038998,25.23048967,RURAL
ARGEȘ,STOLNICI,5.68,26.44,6.05,19.4,0.27,38.36,3.79,48.29,ION-MARCEL CIOLACU,38.36,44.57907981,24.77971711,RURAL
ARGEȘ,STÂLPENI,8.34,26.86,19.1,13.52,0.04,27.22,4.91,56.85,ION-MARCEL CIOLACU,27.22,45.05733575,25.00322334,RURAL
ARGEȘ,SUSENI,6.69,26.04,14.55,20.61,0.14,21.59,10.38,59.66,CĂLIN GEORGESCU,26.04,44.70197975,24.95068197,RURAL
ARGEȘ,SĂLĂTRUCU,8.77,26.05,8.01,15.88,0.38,34.94,5.97,47.49,ION-MARCEL CIOLACU,34.94,45.39098912,24.52550164,RURAL
ARGEȘ,SĂPATA,6.3,17.95,8.32,21.88,0,40.55,4.99,64.95,ION-MARCEL CIOLACU,40.55,44.74371981,24.74636567,RURAL
ARGEȘ,TEIU,5.22,20.85,8.53,19.27,0.32,39.02,6.79,64.59,ION-MARCEL CIOLACU,39.02,44.64910622,25.13003389,RURAL
ARGEȘ,TIGVENI,6.33,21.15,8.34,20.64,0.34,32.52,10.7,47.85,ION-MARCEL CIOLACU,32.52,45.1560267,24.5616879,RURAL
ARGEȘ,UDA,3.4,14.77,4.2,17.75,0,50.27,9.62,53.71,ION-MARCEL CIOLACU,50.27,44.87991599,24.58050892,RURAL
ARGEȘ,UNGHENI,5.59,16.06,5.58,12.65,0.35,56.89,2.88,58.14,ION-MARCEL CIOLACU,56.89,44.51156152,24.93383177,RURAL
ARGEȘ,VALEA DANULUI,6.14,28.71,11.82,21.36,0.08,17.5,14.39,54.14,CĂLIN GEORGESCU,28.71,45.18653796,24.62134738,RURAL
ARGEȘ,VALEA IAȘULUI,11.12,22.32,15.57,19.14,0.16,26.69,5,54.14,ION-MARCEL CIOLACU,26.69,45.1919913,24.70862134,RURAL
ARGEȘ,VALEA MARE-PRAVĂȚ,6.2,20.9,26.64,14.12,0.29,28.19,3.67,55.08,ION-MARCEL CIOLACU,28.19,45.33869337,25.11148437,RURAL
ARGEȘ,VEDEA,7.47,19.15,13.61,18.01,0.33,30.09,11.34,55.34,ION-MARCEL CIOLACU,30.09,44.77760916,24.63998968,RURAL
ARGEȘ,VLĂDEȘTI,4.24,28.69,13.32,18.77,0.08,17.87,17.03,53.77,CĂLIN GEORGESCU,28.69,45.15263286,24.92911216,RURAL
ARGEȘ,VULTUREȘTI,6.44,24.01,12.14,15,0.18,33.21,9.02,52.16,ION-MARCEL CIOLACU,33.21,45.06160711,25.09444839,RURAL
ARGEȘ,ȘTEFAN CEL MARE,5.65,30.13,6.79,16.79,0,36.67,3.97,45.3,ION-MARCEL CIOLACU,36.67,44.46836672,25.24640918,RURAL
ARGEȘ,ȘUICI,6.49,23.35,8.08,11.58,0.1,43.41,6.99,55.35,ION-MARCEL CIOLACU,43.41,45.24603148,24.5390319,RURAL
ARGEȘ,ȚIȚEȘTI,6.51,22.91,12.6,18.04,0.18,21.73,18.04,44.47,CĂLIN GEORGESCU,22.91,45.0097391,24.9830803,RURAL
BACĂU,AGĂȘ,9.74,27.88,6.53,18.36,2.38,30.59,4.54,39.21,ION-MARCEL CIOLACU,30.59,46.45413933,26.19065999,RURAL
BACĂU,ARDEOANI,5.35,16.99,7.41,39.65,0.54,27.78,2.29,48.87,GEORGE-NICOLAE SIMION,39.65,46.52724721,26.60946172,RURAL
BACĂU,ASĂU,7.85,36.05,8.59,21.95,0.48,21.26,3.82,44.63,CĂLIN GEORGESCU,36.05,46.51610307,26.3094019,RURAL
BACĂU,BALCANI,7.67,23.76,9.97,21.98,0.63,32.74,3.24,31.95,ION-MARCEL CIOLACU,32.74,46.64324612,26.49639297,RURAL
BACĂU,BEREȘTI-BISTRIȚA,7.54,29.9,10.55,16.21,1.01,29.65,5.15,47.83,CĂLIN GEORGESCU,29.9,46.70872284,26.86046388,RURAL
BACĂU,BEREȘTI-TAZLĂU,8.08,30.03,8.99,18.96,0.52,28.13,5.3,40.83,CĂLIN GEORGESCU,30.03,46.48287431,26.67809411,RURAL
BACĂU,BERZUNȚI,5.96,27.88,23.29,16.23,0.62,22.4,3.63,37.03,CĂLIN GEORGESCU,27.88,46.40690857,26.63319422,RURAL
BACĂU,BLĂGEȘTI,6.18,26.15,8.31,22.97,0.4,30.93,5.04,36.02,ION-MARCEL CIOLACU,30.93,46.6705619,26.65197435,RURAL
BACĂU,BOGDĂNEȘTI,8.84,31.62,7.64,26.25,0.24,20.29,5.13,39.11,CĂLIN GEORGESCU,31.62,46.2083163,26.68918684,RURAL
BACĂU,BRUSTUROASA,7.73,32.46,4.82,20,0.63,21.05,13.3,37.61,CĂLIN GEORGESCU,32.46,46.56907783,26.20257958,RURAL
BACĂU,BUCIUMI,7.95,18.33,6.87,21.81,0.64,39.23,5.13,46.61,ION-MARCEL CIOLACU,39.23,46.2025057,26.79073486,RURAL
BACĂU,BUHOCI,8.17,23.17,16.51,21.41,0.46,24.54,5.74,38.22,ION-MARCEL CIOLACU,24.54,46.57595162,27.02351833,RURAL
BACĂU,BÂRSĂNEȘTI,7.43,30.06,9.06,17.71,0.41,29.24,6.11,41.63,CĂLIN GEORGESCU,30.06,46.3351564,26.67877983,RURAL
BACĂU,CAȘIN,9.6,25.37,12.4,18.71,0.28,28.03,5.61,42.84,ION-MARCEL CIOLACU,28.03,46.18732546,26.72885267,RURAL
BACĂU,CLEJA,12.29,20.84,28.54,17.61,2.91,10.12,7.7,35.24,ELENA-VALERICA LASCONI,28.54,46.3978286,26.89552824,RURAL
BACĂU,COLONEȘTI,5.02,19.4,4.34,19.54,0.27,43.28,8.14,46.1,ION-MARCEL CIOLACU,43.28,46.60160812,27.27244901,RURAL
BACĂU,CORBASCA,6.8,19.82,5.04,17.8,0.67,45.34,4.53,31,ION-MARCEL CIOLACU,45.34,46.29511689,27.13902009,RURAL
BACĂU,COȚOFĂNEȘTI,4.95,21.69,5.19,23.2,0.34,42.21,2.43,50.58,ION-MARCEL CIOLACU,42.21,46.12722685,26.95830397,RURAL
BACĂU,CĂIUȚI,7.85,24.03,7.4,23.41,0.23,31.61,5.47,44.06,ION-MARCEL CIOLACU,31.61,46.14806569,26.88691073,RURAL
BACĂU,DEALU MORII,6.88,15.97,7.45,15.78,0.29,45.69,7.94,53.34,ION-MARCEL CIOLACU,45.69,46.28551058,27.29401601,RURAL
BACĂU,DOFTEANA,6.11,28.72,8.45,23.77,0.28,30.21,2.46,46.39,ION-MARCEL CIOLACU,30.21,46.29550202,26.48329808,RURAL
BACĂU,DĂMIENEȘTI,7.77,24.82,9.84,12.48,0.73,37.59,6.75,48.1,ION-MARCEL CIOLACU,37.59,46.74427816,27.00843165,RURAL
BACĂU,FARAOANI,10.31,20.77,29.05,12.02,1.45,22.34,4.05,39.19,ELENA-VALERICA LASCONI,29.05,46.43439721,26.89294435,RURAL
BACĂU,FILIPENI,5.03,20.82,5.03,9.27,0.69,50.57,8.58,54.24,ION-MARCEL CIOLACU,50.57,46.54010535,27.18690612,RURAL
BACĂU,FILIPEȘTI,8.95,25.73,10.47,20.31,0.7,19.6,14.24,44.62,CĂLIN GEORGESCU,25.73,46.76646791,26.88796533,RURAL
BACĂU,GHIMEȘ-FĂGET,4,16.33,4.64,11.13,52.52,8.41,2.96,34.25,HUNOR KELEMEN,52.52,46.62281019,26.07120735,RURAL
BACĂU,GIOSENI,6.24,25.07,14.37,13.85,0.79,14.64,25.07,36.76,CĂLIN GEORGESCU,25.07,46.42386839,26.99932216,RURAL
BACĂU,GLĂVĂNEȘTI,7.64,17.71,7.76,17.19,0.73,43.71,5.24,40.38,ION-MARCEL CIOLACU,43.71,46.26066833,27.37908754,RURAL
BACĂU,GURA VĂII,7.42,25.98,9.45,21.92,0.7,29.48,5.04,38.35,ION-MARCEL CIOLACU,29.48,46.2940199,26.85891517,RURAL
BACĂU,GÂRLENI,10.57,29.53,26.98,18.66,1.15,9.43,3.66,36.65,CĂLIN GEORGESCU,29.53,46.65735558,26.78515474,RURAL
BACĂU,GĂICEANA,4.67,24.13,9.44,16.43,13.99,24.36,6.99,42.61,ION-MARCEL CIOLACU,24.36,46.36131483,27.21091741,RURAL
BACĂU,HELEGIU,7.12,26.5,7.98,19.77,0.51,32.36,5.75,35.66,ION-MARCEL CIOLACU,32.36,46.34943507,26.78275358,RURAL
BACĂU,HEMEIUȘ,15.67,24.94,25.92,11.87,0.47,12.47,8.65,53.62,ELENA-VALERICA LASCONI,25.92,46.62636635,26.85081801,RURAL
BACĂU,HORGEȘTI,4.92,25.68,8.83,20.75,0.52,35.76,3.53,34.73,ION-MARCEL CIOLACU,35.76,46.40503649,27.05924789,RURAL
BACĂU,HURUIEȘTI,5.6,17.72,5.83,18.31,1.07,46.85,4.64,51.5,ION-MARCEL CIOLACU,46.85,46.2607734,27.23468602,RURAL
BACĂU,ITEȘTI,7.93,26.03,11.9,15.4,0.32,16.98,21.43,53.46,CĂLIN GEORGESCU,26.03,46.66093075,26.87261337,RURAL
BACĂU,IZVORU BERHECIULUI,4.14,21.69,5.79,14.88,0.62,45.45,7.44,40.35,ION-MARCEL CIOLACU,45.45,46.5881315,27.22364607,RURAL
BACĂU,LETEA VECHE,11.85,29.38,20.43,14.09,0.13,21.16,2.98,50.46,CĂLIN GEORGESCU,29.38,46.55062569,26.96736422,RURAL
BACĂU,LIPOVA,3.72,18.49,6.2,20.14,0.83,44.52,6.1,43.65,ION-MARCEL CIOLACU,44.52,46.72088776,27.23041252,RURAL
BACĂU,LIVEZI,6.85,26.99,9.06,17.73,0.65,22.1,16.62,36.74,CĂLIN GEORGESCU,26.99,46.40591197,26.7464886,RURAL
BACĂU,LUIZI-CĂLUGĂRA,5.24,16.18,29.67,9.85,1.09,32.61,5.37,38.88,ION-MARCEL CIOLACU,32.61,46.52316417,26.84236847,RURAL
BACĂU,MOTOȘENI,6.68,16.85,7.37,15.24,0.68,48.69,4.49,50.29,ION-MARCEL CIOLACU,48.69,46.32655722,27.41938428,RURAL
BACĂU,MUNICIPIUL BACĂU,17.94,20.34,25.18,11.37,0.47,19.05,5.64,42.76,ELENA-VALERICA LASCONI,25.18,46.56023904,26.91733961,URBAN
BACĂU,MUNICIPIUL MOINEȘTI,13.78,25.7,12.61,16.84,0.53,22.44,8.13,42.95,CĂLIN GEORGESCU,25.7,46.47189519,26.46490175,URBAN
BACĂU,MUNICIPIUL ONEȘTI,16.79,20.29,17.08,13.16,0.52,26.8,5.36,40.01,ION-MARCEL CIOLACU,26.8,46.2569479,26.7850831,URBAN
BACĂU,MĂGIREȘTI,8.59,27.92,8.89,16.91,0.15,19.17,18.37,44.51,CĂLIN GEORGESCU,27.92,46.5157255,26.52422492,RURAL
BACĂU,MĂGURA,13.37,26.5,23.94,12.07,0.25,14.39,9.47,50,CĂLIN GEORGESCU,26.5,46.55662439,26.82946881,RURAL
BACĂU,MĂNĂSTIREA CAȘIN,8.21,32.84,6.48,14.5,0.45,31.94,5.58,37.8,CĂLIN GEORGESCU,32.84,46.1002017,26.61543958,RURAL
BACĂU,MĂRGINENI,12.13,26.73,23.56,13.94,0.58,15.86,7.18,43.11,CĂLIN GEORGESCU,26.73,46.59965964,26.78652032,RURAL
BACĂU,NEGRI,6.57,18.83,11.3,16.16,0.49,26.25,20.41,39.84,ION-MARCEL CIOLACU,26.25,46.70332165,26.99629156,RURAL
BACĂU,NICOLAE BĂLCESCU,9.89,21.49,32.96,14.59,1.2,13.22,6.66,35.76,ELENA-VALERICA LASCONI,32.96,46.4727136,26.88943213,RURAL
BACĂU,ODOBEȘTI,7.18,20.18,6.17,17.38,0.56,42.94,5.61,49.39,ION-MARCEL CIOLACU,42.94,46.67185326,27.1451206,RURAL
BACĂU,OITUZ,9.81,32.61,11.25,17.65,0.62,19.19,8.86,37.45,CĂLIN GEORGESCU,32.61,46.16233539,26.51938329,RURAL
BACĂU,ONCEȘTI,4.76,11.81,6.67,16.95,0.38,54.1,5.33,43.94,ION-MARCEL CIOLACU,54.1,46.48413042,27.25786038,RURAL
BACĂU,ORAȘ BUHUȘI,11.92,23.01,13.86,18.86,0.33,27.4,4.61,29.21,ION-MARCEL CIOLACU,27.4,46.73383169,26.70448657,URBAN
BACĂU,ORAȘ COMĂNEȘTI,13.23,27.34,12.28,18.17,0.45,21.88,6.64,43.15,CĂLIN GEORGESCU,27.34,46.41241688,26.42205785,URBAN
BACĂU,ORAȘ DĂRMĂNEȘTI,9.48,25.45,8.28,23.29,0.51,19,13.99,42.45,CĂLIN GEORGESCU,25.45,46.33497669,26.36506781,URBAN
BACĂU,ORAȘ SLĂNIC-MOLDOVA,10.79,28.76,11.91,18.77,0.27,23.71,5.79,46.96,CĂLIN GEORGESCU,28.76,46.20883973,26.44848164,URBAN
BACĂU,ORAȘ TÂRGU OCNA,13.28,24.2,15.42,15.84,0.48,24.95,5.83,48.17,ION-MARCEL CIOLACU,24.95,46.28505111,26.60283172,URBAN
BACĂU,ORBENI,6.17,20.37,7.19,20.74,0.28,40.18,5.07,39.86,ION-MARCEL CIOLACU,40.18,46.27670032,27.0075595,RURAL
BACĂU,PALANCA,8.99,26.05,7.69,18.28,1.31,33.55,4.12,42.32,ION-MARCEL CIOLACU,33.55,46.50352491,26.10458266,RURAL
BACĂU,PARAVA,7.05,20.42,11.92,21.52,0.66,31.79,6.62,36.71,ION-MARCEL CIOLACU,31.79,46.30966936,26.96455582,RURAL
BACĂU,PARINCEA,6.12,14.57,8.15,14.72,2.94,48.91,4.6,49.87,ION-MARCEL CIOLACU,48.91,46.47172481,27.12024097,RURAL
BACĂU,PLOPANA,4.96,14.71,7,23.73,0.61,44.12,4.87,42.97,ION-MARCEL CIOLACU,44.12,46.67072868,27.24354447,RURAL
BACĂU,PODU TURCULUI,8.87,20.66,11.2,18.56,0.36,33.59,6.77,47.25,ION-MARCEL CIOLACU,33.59,46.20068705,27.41321984,RURAL
BACĂU,PODURI,7.57,28.71,8.93,17.5,0.2,32.3,4.77,40.06,ION-MARCEL CIOLACU,32.3,46.46232804,26.56827966,RURAL
BACĂU,PRĂJEȘTI,5.87,19.13,13.97,11.59,0.28,21.51,27.65,38.52,NICOLAE-IONEL CIUCĂ,27.65,46.65987379,26.98200025,RURAL
BACĂU,PÂNCEȘTI,7.35,28.18,7.63,15.74,0.38,35.44,5.28,33.86,ION-MARCEL CIOLACU,35.44,46.36672921,27.10963193,RURAL
BACĂU,PÂRGĂREȘTI,7.54,26.06,12.21,23.72,2.34,20.78,7.36,32.49,CĂLIN GEORGESCU,26.06,46.24417383,26.64907226,RURAL
BACĂU,PÂRJOL,10.92,24.58,13.49,19.09,3.04,20.02,8.87,35.66,CĂLIN GEORGESCU,24.58,46.5931455,26.60991611,RURAL
BACĂU,RACOVA,6.18,28.33,11.6,19.7,0.35,19.18,14.65,40.8,CĂLIN GEORGESCU,28.33,46.70527013,26.76400765,RURAL
